name,rate,votes,location,cuisines,approx_cost(for two people)
The Open Box,4.2 /5,2291,St. Marks Road,"European, North Indian, Mediterranean, Asian, Salad","1,400"
Russh Gastropub,4.2 /5,1345,Church Street,"Continental, Italian, Burger","1,100"
20 Feet High,4.0 /5,938,Church Street,"American, Continental, Steak, Salad","1,000"
Copacabana Pub,NEW,0,Ulsoor,"Mexican, Italian, Fast Food, North Indian","1,500"
Amber Rush Restobar,4.1 /5,102,Residency Road,"Continental, Chinese, Fast Food","1,000"
Laughing Llama Gastropub,4.2 /5,409,Brigade Road,"Finger Food, Continental, Pizza","1,600"
Coconut Grove,3.9 /5,684,Church Street,"South Indian, Chettinad, Kerala, Seafood","1,200"
Bootlegger,4.1 /5,1545,Lavelle Road,"Continental, Steak","1,200"
Pecos Classic,4.1 /5,558,Brigade Road,Finger Food,"1,100"
My Space - WelcomeHotel Bengaluru,3.9 /5,23,Richmond Road,Finger Food,"2,000"
Guzzlers Inn,3.9 /5,952,Brigade Road,"North Indian, Chinese","1,100"
Chin Lung Resto Bar,4.0 /5,516,Residency Road,"North Indian, Chinese, Fast Food","1,000"
Le Rock,4.0 /5,1218,Brigade Road,"Continental, Chinese","2,000"
Fuel Resto Bar,4.2 /5,38,Richmond Road,"Finger Food, Mediterranean, North Indian","2,000"
Fusion Lounge,2.0 /5,397,Brigade Road,Finger Food,"1,500"
Chugg,4.0 /5,749,Church Street,"Finger Food, Continental, Asian, North Indian","1,100"
Scottish Pub,3.9 /5,190,St. Marks Road,Finger Food,600
ThrowBack - Pub & Dine,3.9 /5,235,Langford Town,"Italian, North Indian, Continental","1,000"
Downtown,3.7 /5,298,Residency Road,"North Indian, Continental","1,000"
The Ritz-Carlton Bar - The Ritz-Carlton,4.0 /5,95,Residency Road,Finger Food,"2,000"
Sphyre - Gateway Hotel,3.6 /5,45,Residency Road,Finger Food,"1,700"
Slounge - Lemon Tree Premier,4.0 /5,64,Ulsoor,Finger Food,"1,500"
Bar UNO - JW Marriott Bengaluru,3.9 /5,73,Lavelle Road,Spanish,"2,500"
Liquid Lounge - Hyatt Centric MG Road,4.1 /5,100,Ulsoor,"Finger Food, Continental, Chinese","2,400"
Retro Lounge Bar,3.8 /5,110,Ulsoor,"North Indian, Chinese","1,400"
The Hub - Ibis Hotel,3.5 /5,29,Richmond Road,"Finger Food, Fast Food, Continental","2,200"
Flame Pub & Restaurant - Brigade Garden,2.9 /5,24,Brigade Road,"Bar Food, North Indian","1,900"
Rasta,,0,Church Street,"Continental, Cafe","1,000"
Page 3 Multicuisine Restaurant & Bar,3.5 /5,14,Residency Road,"North Indian, Chinese, Finger Food",800
MM Bar & Restaurant,3.6 /5,11,Shivajinagar,"South Indian, North Indian",700
Manhattan,,0,Lavelle Road,"American, Finger Food","1,000"
Luscious - St. Mark's Hotel,3.7 /5,11,St. Marks Road,"North Indian, Continental","1,200"
The Charlton Bar,3.3 /5,4,Residency Road,"Chinese, North Indian","1,000"
Hammered,4.7 /5,4840,Cunningham Road,"North Indian, Thai, Japanese, Continental, Cafe","1,300"
1Q1,4.3 /5,606,Infantry Road,"Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese","2,500"
Plan B,4.2 /5,2030,Shanti Nagar,"American, Finger Food, BBQ, Steak","1,200"
Skylit - Citrus Hotels,4.1 /5,327,Cunningham Road,"North Indian, Mughlai, Mediterranean","1,300"
Double Decker,4.3 /5,2721,Brigade Road,"Continental, North Indian","1,300"
Sotally Tober,4.4 /5,220,Residency Road,"Asian, Burger, Chinese, Finger Food","1,200"
SkyDeck By Sherlock's,4.2 /5,1462,MG Road,"Continental, Chinese, Finger Food, North Indian","1,500"
Bangalore Pub Exchange,4.2 /5,227,MG Road,"Continental, Finger Food, Pizza, North Indian","1,000"
Smaaash,4.2 /5,549,MG Road,"North Indian, Pizza, Chinese","1,500"
Ging - Royal Orchid Central,4.4 /5,232,MG Road,Asian,"2,000"
Fort Kochi,4.1 /5,338,MG Road,"Kerala, Seafood","1,800"
WYT RestroPub,2.6 /5,408,MG Road,"North Indian, Chinese","1,000"
Aqua - The Park Bangalore,4.0 /5,195,MG Road,"North Indian, Mediterranean, Chinese","3,000"
Mighty Small,4.1 /5,259,MG Road,"Continental, Chinese",
White Plate,4.2 /5,261,MG Road,"Thai, Continental, North Indian","1,500"
The Brew Witch Club,,0,MG Road,"Finger Food, Continental","1,000"
Arbor Brewing Company,4.5 /5,8414,Brigade Road,"American, Continental","2,000"
The Permit Room,4.5 /5,1604,Brigade Road,South Indian,"1,500"
Hard Rock Cafe,4.5 /5,5285,St. Marks Road,"American, BBQ","2,500"
MISU,4.5 /5,1255,St. Marks Road,"Asian, Japanese, Korean, Indonesian, Malaysian, Singaporean","1,700"
Fava,4.4 /5,2054,Lavelle Road,"Healthy Food, Mediterranean, Desserts, Italian, Pizza, Salad, Kebab","1,200"
Oh! Calcutta,4.5 /5,1135,Church Street,"Bengali, Seafood","1,200"
The Bar Stock Exchange,4.2 /5,644,St. Marks Road,"Continental, Chinese, North Indian, Finger Food","1,300"
Sunny's,4.1 /5,1343,Lavelle Road,"European, Italian, Seafood, Continental","2,100"
The Biere Club,4.3 /5,3496,Lavelle Road,"Continental, BBQ, Finger Food","1,700"
RockSalt,4.4 /5,498,St. Marks Road,Modern Indian,"1,900"
Mainland China,4.5 /5,1428,Church Street,Chinese,"1,700"
Tree Tops Bar & Kitchen,4.4 /5,134,Lavelle Road,"North Indian, Chinese, Continental, Italian","1,000"
The Barn - Bar & Kitchen,4.2 /5,260,Brigade Road,"American, North Indian, Chinese","1,500"
Watson's,4.2 /5,1430,Ulsoor,"Finger Food, North Indian","1,300"
The Spice Bazaar,4.2 /5,337,Lavelle Road,"North Indian, Mughlai","1,000"
Easy Tiger,4.3 /5,2272,Church Street,"Finger Food, Continental","1,100"
Capri Gastrobar,4.3 /5,300,St. Marks Road,"Mediterranean, Italian, Asian","1,200"
The Open Box,4.2 /5,2291,St. Marks Road,"European, North Indian, Mediterranean, Asian, Salad","1,400"
Russh Gastropub,4.2 /5,1347,Church Street,"Continental, Italian, Burger","1,100"
The Rice Bowl,4.3 /5,509,Lavelle Road,"Chinese, Momos","1,300"
Carnival de Goa,4.2 /5,986,Ulsoor,"Goan, Mangalorean, Pizza","1,000"
20 Feet High,4.0 /5,938,Church Street,"American, Continental, Steak, Salad","1,000"
Copacabana Pub,NEW,0,Ulsoor,"Mexican, Italian, Fast Food, North Indian","1,500"
Amber Rush Restobar,4.1 /5,102,Residency Road,"Continental, Chinese, Fast Food","1,000"
Laughing Llama Gastropub,4.2 /5,410,Brigade Road,"Finger Food, Continental, Pizza","1,600"
Coconut Grove,3.9 /5,684,Church Street,"South Indian, Chettinad, Kerala, Seafood","1,200"
Plan B,4.1 /5,4445,Brigade Road,"American, Continental, BBQ, Steak","1,200"
Riwaz - The Ritz-Carlton,4.2 /5,275,Residency Road,North Indian,"4,000"
Bootlegger,4.1 /5,1545,Lavelle Road,"Continental, Steak","1,200"
Pecos Classic,4.1 /5,558,Brigade Road,Finger Food,"1,100"
The Grill House,4.1 /5,771,Ulsoor,"American, Mexican, Italian, Steak","1,200"
My Space - WelcomeHotel Bengaluru,3.9 /5,23,Richmond Road,Finger Food,"2,000"
Guzzlers Inn,3.9 /5,952,Brigade Road,"North Indian, Chinese","1,100"
Chin Lung Resto Bar,4.0 /5,516,Residency Road,"North Indian, Chinese, Fast Food","1,000"
Puran da Dhaba - The Pride Hotel,4.0 /5,167,Richmond Road,North Indian,"1,700"
Le Rock,4.1 /5,1219,Brigade Road,"Continental, Chinese","2,000"
Fuel Resto Bar,4.2 /5,38,Richmond Road,"Finger Food, Mediterranean, North Indian","2,000"
The Lantern Restaurant & Bar - The Ritz-Carlton...,4.3 /5,430,Residency Road,Chinese,"3,500"
Tiger Trail - Ramada Hotel,4.0 /5,190,Shivajinagar,"North Indian, Lucknowi","1,300"
Matsuri - The Chancery Hotel,4.4 /5,185,Lavelle Road,Japanese,"1,800"
EatWater,4.2 /5,121,Lavelle Road,North Eastern,
Chugg,4.0 /5,749,Church Street,"Finger Food, Continental, Asian, North Indian","1,100"
Scottish Pub,3.9 /5,190,St. Marks Road,Finger Food,600
ThrowBack - Pub & Dine,3.9 /5,235,Langford Town,"Italian, North Indian, Continental","1,000"
South Parade - The Chancery Hotel,3.1 /5,122,Lavelle Road,"North Indian, Continental, Chinese","1,200"
Downtown,3.7 /5,298,Residency Road,"North Indian, Continental","1,000"
Atomic Lab,3.5 /5,56,Lavelle Road,"Asian, North Indian, Continental","1,800"
Retro Lounge Bar,3.8 /5,110,Ulsoor,"North Indian, Chinese","1,400"
Desi Deck,3.9 /5,94,Brigade Road,"Mughlai, North Indian, Desserts","1,300"
The Hub - Ibis Hotel,3.5 /5,29,Richmond Road,"Finger Food, Fast Food, Continental","2,200"
Flame Pub & Restaurant - Brigade Garden,2.9 /5,24,Brigade Road,"Bar Food, North Indian","1,900"
Rasta,,0,Church Street,"Continental, Cafe","1,000"
Page 3 Multicuisine Restaurant & Bar,3.5 /5,14,Residency Road,"North Indian, Chinese, Finger Food",800
MM Bar & Restaurant,3.6 /5,11,Shivajinagar,"South Indian, North Indian",700
Manhattan,,0,Lavelle Road,"American, Finger Food","1,000"
Nandhini Paradise,3.6 /5,278,St. Marks Road,"Andhra, Chinese, North Indian",800
The Charlton Bar,3.3 /5,4,Residency Road,"Chinese, North Indian","1,000"
Amnesia - The Poolside Bar,3.7 /5,15,Residency Road,"North Indian, Chinese, Continental","2,000"
Engine,3.3 /5,16,Ulsoor,"Biryani, South Indian, North Indian, Chinese, Mughlai",950
Roof Top Gastro Bar,,0,Ulsoor,"Finger Food, Continental, American, Chinese","2,000"
Hammered,4.7 /5,4841,Cunningham Road,"North Indian, Thai, Japanese, Continental, Cafe","1,300"
1Q1,4.3 /5,606,Infantry Road,"Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese","2,500"
Z-Bar,,0,Infantry Road,"Finger Food, North Indian","1,500"
Chapter One Bar | Maiin,4.2 /5,997,New BEL Road,"Continental, Italian, North Indian","1,400"
Hunan,4.0 /5,820,New BEL Road,"Chinese, Thai, Momos","1,100"
My Place - Gokulam Grand Hotel & Spa,4.2 /5,426,New BEL Road,"Continental, Asian, South Indian, North Indian","1,800"
Satrangi,3.7 /5,212,New BEL Road,"North Indian, South Indian",900
Truffles,4.7 /5,3912,New BEL Road,"Cafe, American, Burger, Steak",900
Hammered,4.5 /5,2932,New BEL Road,"North Indian, Continental, Cafe","1,200"
Grubbery,4.1 /5,638,New BEL Road,"Cafe, American, Asian, European, Steak, Salad, Desserts",700
Smally's Resto Cafe,4.2 /5,1442,New BEL Road,"Cafe, Italian, Burger, American, Steak",650
Burp,4.0 /5,608,New BEL Road,"Cafe, Mexican, Italian, Pizza",800
Cafe Mandala,3.9 /5,48,New BEL Road,"Cafe, North Indian, Chinese, Fast Food",600
Onesta,4.4 /5,4873,New BEL Road,"Pizza, Cafe, Italian",600
Plated,4.1 /5,554,New BEL Road,"Cafe, Continental",800
Andy's CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,3.1 /5,12,New BEL Road,"Cafe, Beverages, Fast Food",300
Peppermill Bistro,4.0 /5,868,New BEL Road,"Continental, European, Mediterranean, Cafe, Steak","1,000"
Prana,4.0 /5,239,New BEL Road,"Cafe, Healthy Food, South Indian",500
Kargeens,3.9 /5,365,New BEL Road,"Cafe, Italian, Pizza, Continental",900
Ember The Calabash,4.1 /5,670,New BEL Road,"Cafe, Italian, Continental, Beverages",800
THE BEL ST.,3.9 /5,523,New BEL Road,"Cafe, Italian, American, Continental","1,100"
Puff Cafe,3.7 /5,126,New BEL Road,"Cafe, Italian, American",700
Cafe Coffee Day,3.2 /5,58,New BEL Road,"Cafe, Fast Food",900
Namakh Store And Cafe,3.7 /5,18,New BEL Road,"Cafe, Continental, American",400
Nomadic Tandoor,3.7 /5,168,New BEL Road,"Cafe, North Indian, Chinese, Continental",700
Chaiywaala Da Dhaba,3.7 /5,67,New BEL Road,"Cafe, Tea",250
Cafe Poetry,3.7 /5,55,New BEL Road,"Cafe, Beverages, Healthy Food",400
The Banana Kick,3.3 /5,9,New BEL Road,"Cafe, Beverages",600
Swiss Bakery Cafe - Gokulam Grand Hotel & Spa,3.3 /5,6,New BEL Road,"Cafe, Bakery",400
Brewbakes,3.3 /5,7,New BEL Road,"Cafe, Pizza, Italian, Sandwich",450
Pooja Restro,,0,New BEL Road,Cafe,150
H&W Cafe,,0,New BEL Road,"Cafe, Healthy Food, Beverages",500
Chaai Resto,,0,New BEL Road,"Tea, Beverages, Fast Food",250
Cafe Centralis,2.8 /5,114,New BEL Road,Cafe,600
Cafe Gazala,,0,New BEL Road,Cafe,150
Sugarly Spiced,,0,Sanjay Nagar,Cafe,600
Leon Grill,4.0 /5,336,New BEL Road,"Fast Food, Healthy Food",500
Behrouz Biryani,4.1 /5,187,Sahakara Nagar,Biryani,650
Smally's Resto Cafe,4.2 /5,1442,New BEL Road,"Cafe, Italian, Burger, American, Steak",650
Bon Appetit Resto,3.8 /5,50,New BEL Road,"North Indian, Chinese",300
Keventers,3.9 /5,17,Sahakara Nagar,"Desserts, Beverages, Ice Cream",400
Deccan House,4.0 /5,409,New BEL Road,"Hyderabadi, Biryani",350
Flavors of North,3.3 /5,240,New BEL Road,"North Indian, Chinese, Biryani",400
Tasty Box,3.0 /5,29,Sanjay Nagar,"North Indian, Chinese, Seafood",500
Rayalaseema Ruchulu,3.2 /5,112,New BEL Road,"Andhra, North Indian",700
New Oottupura Restaurant,3.5 /5,226,New BEL Road,Kerala,300
Pot Biryani,3.8 /5,154,New BEL Road,"North Indian, Chinese, Biryani",450
New Agarwal Bhavan,4.1 /5,254,Yeshwantpur,"North Indian, Chinese, Street Food, Mithai",400
Paradise,4.0 /5,1586,New BEL Road,"Biryani, North Indian, Kebab",800
The Good Bowl,3.8 /5,33,Sanjay Nagar,"Italian, North Indian, Biryani",500
Burger King,4.0 /5,557,New BEL Road,"Burger, Fast Food, Beverages",600
Delhi Mess,4.1 /5,498,New BEL Road,"North Indian, Chinese",300
Sumadhura Foods,3.5 /5,108,Sahakara Nagar,"North Indian, Fast Food",300
Auntie Fung's,4.2 /5,578,New BEL Road,"Asian, Chinese",600
Mughlai Azam,4.0 /5,117,New BEL Road,"Mughlai, Biryani, North Indian","1,400"
Cafe Nosh,4.2 /5,583,Sahakara Nagar,"Cafe, Continental, Steak",500
Donne Biriyani Angadi Mane,3.8 /5,161,New BEL Road,"Biryani, Chinese",250
Onesta,4.4 /5,4873,New BEL Road,"Pizza, Cafe, Italian",600
New Golden Emperor,3.7 /5,229,Yeshwantpur,"North Indian, Chinese, Fast Food",400
Faasos,3.8 /5,204,Sahakara Nagar,"North Indian, Biryani, Fast Food",500
Mumbai Xpress,3.7 /5,418,New BEL Road,"Street Food, Fast Food",400
Udupi South Saviruchi,3.7 /5,15,Jalahalli,"South Indian, North Indian, Chinese, Street Food",250
Natural Veg,3.1 /5,22,Sanjay Nagar,"North Indian, Street Food",250
Beijing Bites,3.8 /5,198,New BEL Road,"Chinese, Thai",850
Biriyani Nights,3.2 /5,712,New BEL Road,"Biryani, Kebab, Continental",500
Hunan King's,2.9 /5,123,Sahakara Nagar,"Chinese, Thai, Momos",800
Chickpete Donne Biryani,,0,Sanjay Nagar,Biryani,250
Food Lounge,3.1 /5,52,Yeshwantpur,North Indian,400
Chaat Street,4.1 /5,674,New BEL Road,"Street Food, North Indian",250
Zam Zam Kabab House,3.4 /5,90,Yeshwantpur,"North Indian, Chinese",300
Wok Chow,3.9 /5,163,Sanjay Nagar,"Chinese, Thai, Momos",300
Samskruthi Grand,3.7 /5,67,Jalahalli,"South Indian, Chinese, North Indian",350
Tasty Box,2.9 /5,6,Yeshwantpur,"North Indian, South Indian, Arabian, Mughlai, Chinese, Biryani",250
Parijatha Fish Land,3.5 /5,8,Jalahalli,Seafood,400
Hotel Gowda's,3.5 /5,79,Yeshwantpur,"South Indian, Biryani, North Indian, Chinese",450
Casino Hotel,3.9 /5,345,New BEL Road,"North Indian, Chinese",500
D-Zaprino,4.0 /5,449,Sanjay Nagar,"Fast Food, Pizza",400
Just Shawarma,3.8 /5,179,New BEL Road,Arabian,300
Akshaya Deluxe,4.0 /5,336,New BEL Road,"North Indian, Chinese, Seafood, Biryani",500
Lassi Shop,3.8 /5,76,Sahakara Nagar,"Beverages, Juices, Ice Cream, Fast Food",100
Thalassery Restaurant,3.8 /5,464,New BEL Road,"Kerala, Biryani, South Indian, North Indian, Chinese, Seafood, Juices",600
New Punjabi Pure Veg Restaurant,3.4 /5,223,Yeshwantpur,"South Indian, North Indian",400
Chinese Corner and Bengali Mess,3.5 /5,28,Sanjay Nagar,"Chinese, Bengali",300
Biriyani Fest,2.8 /5,33,New BEL Road,"Biryani, North Indian, Chinese",700
Eat & Drink,3.5 /5,15,New BEL Road,"Fast Food, Chinese, Beverages",300
PRS Indian Food Restaurant,2.9 /5,49,Yeshwantpur,"Chinese, North Indian, South Indian",200
Sagar Kabab Corner,3.2 /5,38,Yeshwantpur,"North Indian, Chinese, Biryani",350
Grubbery,4.1 /5,638,New BEL Road,"Cafe, American, Asian, European, Steak, Salad, Desserts",700
Wow Momo,3.7 /5,46,New BEL Road,"Tibetan, Momos",400
Pizza Hut,3.6 /5,436,New BEL Road,"Pizza, Fast Food",750
KFC,3.9 /5,581,New BEL Road,"Burger, Fast Food",400
New Punjabi Pure Veg Restaurant,3.1 /5,151,Sahakara Nagar,"North Indian, Chinese",450
Biriyani Hub,3.0 /5,30,New BEL Road,"Fast Food, Biryani, Seafood, South Indian",400
The Egg Factory,4.0 /5,380,New BEL Road,"Continental, American",750
The Momo Farm,3.7 /5,25,Jalahalli,"Chinese, Tibetan",300
Calicut Restaurant,3.9 /5,173,Yeshwantpur,"Kerala, South Indian, North Indian, Chinese",450
The Belgian Waffle Co.,3.7 /5,15,Sahakara Nagar,"Desserts, Beverages",350
Cream Stone,4.1 /5,250,New BEL Road,"Desserts, Ice Cream, Beverages",500
Shri Udupi Cafe,3.9 /5,31,New BEL Road,"South Indian, North Indian, Mughlai, Chinese, Street Food, Beverages",300
Lazeez Biryani,4.0 /5,50,New BEL Road,"North Indian, Chinese, Mughlai, Hyderabadi",400
Chicken County,3.2 /5,192,New BEL Road,"Chinese, North Indian",400
Firangi Bake,3.9 /5,76,Sahakara Nagar,"Mexican, Italian",600
The Druid Garden,4.3 /5,3077,Sahakara Nagar,"Asian, Continental, European, North Indian, Mediterranean","1,700"
Ovenstory Pizza,4.0 /5,120,Sahakara Nagar,Pizza,800
Snack Magic,3.7 /5,25,Yeshwantpur,"Fast Food, Beverages",250
Navab's,4.0 /5,21,New BEL Road,"North Indian, Mughlai, Chinese",600
KHOPCHA,4.0 /5,154,Sahakara Nagar,"Fast Food, Rolls, Kebab",200
Roy Hotel & Restaurant,4.0 /5,124,New BEL Road,"Bengali, North Indian",300
Messy Eats,3.9 /5,133,New BEL Road,"Bakery, Desserts",500
Biriyani House,3.8 /5,258,Sahakara Nagar,"Andhra, Biryani, North Indian, Chinese",600
Shanthi Sagar,3.9 /5,111,New BEL Road,"South Indian, Chinese, North Indian",300
Wat-a-Biryani,,0,New BEL Road,Biryani,500
Vinny's,4.1 /5,1107,New BEL Road,"Italian, Pizza",700
Sweet Truth,3.8 /5,20,Sanjay Nagar,"Bakery, Desserts",500
Polar Bear,4.1 /5,322,New BEL Road,"Desserts, Ice Cream, Beverages, Sandwich",400
The Real Mexican,,0,Sahakara Nagar,Mexican,300
Chung Wah,4.0 /5,536,New BEL Road,"Chinese, Momos, Thai, Vietnamese",650
Eggstacy,4.0 /5,233,New BEL Road,"Fast Food, Continental, Chinese",500
New Prashanth Hotel,3.1 /5,40,New BEL Road,"South Indian, Biryani, Chinese, North Indian",750
Omleterian,3.6 /5,4,New BEL Road,"American, Continental",200
Prana,4.0 /5,239,New BEL Road,"Cafe, Healthy Food, South Indian",500
Delhi Food Factory,,0,New BEL Road,North Indian,500
Food Singh,,0,New BEL Road,North Indian,500
Oyalo,3.4 /5,16,Jalahalli,Pizza,300
Fresh Veg,2.7 /5,94,New BEL Road,"Street Food, North Indian",300
Hammered,4.5 /5,2932,New BEL Road,"North Indian, Continental, Cafe","1,200"
Aditya Delights,3.7 /5,59,New BEL Road,"Chinese, North Indian, Mangalorean",300
Kaifu,4.2 /5,421,New BEL Road,"Chinese, Asian",700
Casamia,3.7 /5,24,Yeshwantpur,"Andhra, Kerala, South Indian",400
Ambur Darbar Biriyani Point,3.2 /5,24,Yeshwantpur,Biryani,200
Chai Point,4.0 /5,108,New BEL Road,"Fast Food, Beverages",250
The Hundred Food Journey,3.8 /5,46,New BEL Road,"Continental, Italian","1,100"
New Shanthi Sagar,3.2 /5,158,Sahakara Nagar,"South Indian, North Indian, Chinese",400
Rotti Mane,3.5 /5,27,Sanjay Nagar,South Indian,200
Five Star Chicken,3.0 /5,53,Sahakara Nagar,"Fast Food, Burger",300
Totaram's Paranthas,3.5 /5,140,New BEL Road,North Indian,300
Chetty's Coffee,3.9 /5,267,New BEL Road,South Indian,200
Malgudi Natti Style Hotel,3.6 /5,13,Sahakara Nagar,South Indian,400
New Curries & Spice Restaurant,2.9 /5,7,New BEL Road,South Indian,200
Royal Garden Restaurant,3.6 /5,12,Hebbal,"North Indian, Chinese",700
Cafe Coffee Day,3.2 /5,58,New BEL Road,"Cafe, Fast Food",900
Mad Over Fries,3.4 /5,43,New BEL Road,"Fast Food, Beverages",350
Burger Man,3.4 /5,19,Yeshwantpur,"Burger, Fast Food",300
Kerala Restaurant,3.5 /5,11,Yeshwantpur,"Biryani, Kerala",150
Bharath Restaurant,3.1 /5,37,Jalahalli,"North Indian, Chinese",450
Sardarji Ka Kitchen,3.1 /5,44,New BEL Road,North Indian,150
Hotel Gowdru Mane,3.1 /5,112,Yeshwantpur,"South Indian, Biryani",400
Thanco's Natural Ice Cream,3.8 /5,67,Yeshwantpur,"Ice Cream, Desserts",450
Prateeksha Natural Ice Cream,3.2 /5,70,New BEL Road,Ice Cream,250
Saha Chowmein,3.9 /5,162,Sahakara Nagar,"North Indian, Chinese",700
Drunken Monkey,4.1 /5,184,New BEL Road,"Beverages, Fast Food",500
Cake Gallery,3.6 /5,24,Yeshwantpur,Bakery,300
Goli Vada Pav No. 1,3.7 /5,38,New BEL Road,Street Food,200
Will Way Burgers,3.6 /5,22,New BEL Road,Burger,250
BIB - Breakfast in the Box,3.8 /5,39,Yeshwantpur,"American, Sandwich",600
Hotel Taj Delight,3.3 /5,19,New BEL Road,"North Indian, Biryani, Arabian",600
Red Chillies Curries Point,,0,Yelahanka,Andhra,250
SKS Veg Corner,3.4 /5,43,Sahakara Nagar,South Indian,300
Santo's,3.7 /5,69,New BEL Road,"North Indian, Fast Food",650
Freskka,4.0 /5,702,New BEL Road,"Italian, American, Asian, Continental, Mexican, Momos",700
The Purple Pan,3.5 /5,15,New BEL Road,"North Indian, Chinese",550
Cheesy Bites,,0,New BEL Road,"Chinese, Fast Food, Italian",200
Burp,4.0 /5,608,New BEL Road,"Cafe, Mexican, Italian, Pizza",800
Bhavani Vada Pav,4.0 /5,106,Yeshwantpur,Fast Food,150
Kanti Sweets,4.0 /5,159,Sahakara Nagar,"Mithai, Street Food",400
South Spicy Bites Express,3.8 /5,30,Sahakara Nagar,"Seafood, Chinese, South Indian",400
Cream Chemistry,3.9 /5,92,Sahakara Nagar,"Ice Cream, Desserts",500
Sethi's,,0,Sanjay Nagar,"North Indian, Chinese",600
Smoke - The Sizzler House,4.2 /5,680,New BEL Road,"Continental, Italian",800
Tawa Tandoor,3.9 /5,116,New BEL Road,"North Indian, Chinese",700
Ibaco,3.9 /5,81,New BEL Road,Desserts,300
Jashn Hyderabadi Bawarchi,2.9 /5,140,New BEL Road,"Hyderabadi, North Indian, Chinese, Biryani",650
Frozen Bottle,3.8 /5,56,New BEL Road,"Beverages, Desserts, Ice Cream",400
Banashankari Restaurant,,0,New BEL Road,South Indian,400
KA 12 - Flavour Of Coorg,4.0 /5,105,New BEL Road,South Indian,300
Chawla's 2 Online.com,,0,New BEL Road,North Indian,800
Biriyani Paradise,3.3 /5,210,Yeshwantpur,"Kerala, Biryani, North Indian, Chettinad",450
A2B - Adyar Ananda Bhavan,3.0 /5,50,New BEL Road,"South Indian, North Indian, Chinese, Street Food, Fast Food",400
